Gene_Symbol,log2FoldChange,pvalue
NA,-0.457291087,0.011643782
MUC1,-1.560432936,3.97E-11
FAAP100,-0.767213765,3.04E-10
IRF7,-1.987706823,2.53E-130
BRCC3,0.754747385,5.70E-09
SV2B,2.743854851,1.62E-05
PRKG1,-1.45276504,9.63E-17
AHNAK2,0.929632181,6.75E-21
SP1,-0.253595075,3.32E-05
NA,-0.339515208,0.044035751
MRPL40,-1.230266315,7.34E-21
LMLN,0.861053116,2.10E-08
PSMD13,0.419924641,4.20E-09
NDUFA4L2,-0.935619463,0.033783804
SHC4,0.654882477,0.007675478
KRT79,1.598454344,0.012096178
NA,0.744673655,0.037730615
ZFP36L1,-1.305299316,5.54E-129
UBE2L3,-0.253242094,0.000181408
PRAME,-0.565040297,3.49E-18
MYBL1,2.076437904,1.65E-05
DRG1,0.433386406,1.57E-05
ANKFY1,-0.340219574,3.19E-09
YTHDF3,-0.187588166,0.000317411
IFIT1,-1.804513405,0
MORF4L1,0.352001995,1.72E-12
IKZF1,-0.239536542,0.010472156
PCYT2,0.384397073,0.026823359
NAT8L,1.149737794,1.15E-05
BCAP31,-0.210997837,1.27E-05
EVI2B,-0.516161774,1.45E-12
TRIM69,-1.080120536,9.14E-37
IFITM1,-2.327350603,0
LAMP1,-0.318939801,4.76E-10
C16orf54,-0.52074691,3.09E-05
NA,0.908841948,0.037174871
ZNF267,-1.115920484,2.96E-71
IRS2,-0.943860563,7.31E-38
BICD2,1.368303912,1.28E-37
SLITRK2,-1.38787916,4.91E-06
NA,-1.295090101,0.00916099
LRCH3,-0.293143242,0.004658683
ZNF566,0.691254496,0.005459348
AIDA,-0.203059791,0.01114252
CDIN1,0.741890758,0.006354984
CD300LF,-2.247731048,9.33E-24
KRT5,-4.737360769,0.006346082
NBPF6,-0.796280803,0.03586327
GSAP,-0.868268197,1.72E-23
ANKRD46,0.508113795,0.002892266
PIP5K1C,-0.325864817,9.38E-06
POLR3C,0.346229374,0.001328373
CIDECP1,-0.786382811,2.18E-07
BCL9L,-0.758824339,3.40E-09
KIF18B,4.948621046,2.63E-20
ZNRF1,-0.837018273,0.000661941
ZNF749,1.39649662,0.001878191
MRTFB,1.560597413,3.89E-32
ZNF17,1.087896162,0.005035589
NA,-1.763958079,2.55E-37
PPP1CC,0.69069271,1.67E-24
NAP1L3,2.317787576,0.009298468
BACE1,0.618462047,2.57E-11
THBS2,-0.892769156,0.00390525
GOLGA8R,-1.416244911,0.000575758
CCDC30,-1.173509209,3.36E-13
NKRF,0.395490586,0.013929863
FCAR,3.510541905,2.20E-41
KPNA4,-0.306348023,1.11E-06
RPS23,0.887164522,1.66E-24
BTN3A2,0.265587199,0.006802265
PCLO,0.63686378,2.35E-07
INSIG1,0.17938711,0.006866167
NA,-2.037033649,1.91E-07
ZNF396,-0.607564479,0.033032389
ARHGAP30,-0.261786555,3.02E-08
SEPTIN10,0.886857258,0.001281474
FOXD2,-0.812643776,0.039821215
NF2,0.517194608,4.11E-07
SMIM29,-0.452860466,0.002295906
UBE2H,0.531538334,3.21E-10
MIR22HG,-0.316237102,0.003841727
HPDL,1.727265854,0.039995891
FSD2,-3.178205499,3.93E-13
ARAP1,-1.220243829,2.16E-128
KIF24,0.774070477,0.003311338
PDE2A,-1.522634125,0.000854487
PRR5,-1.436392903,0.000142697
C17orf58,0.995894476,0.001860012
LYRM7,1.570053525,1.09E-14
BCR,0.696147266,3.07E-09
FSCN2,-1.462677238,0.014525997
HYAL3,-0.878609751,0.000762538
VSIG10L,-0.935371655,0.004727942
CXCR3,-1.297237222,0.035778135
ZNF397,-0.530752283,0.000108428
ZSCAN30,-0.665422674,8.34E-23
LILRB4,-1.748996369,3.49E-96
HEXIM1,-0.189540332,0.03539756
ERCC6L,2.936752827,1.59E-06
TMEM17,2.491854859,0.005821919
RTN4RL2,-1.534073077,3.22E-08
ZDHHC17,-1.254088263,1.76E-44
EMID1,-2.825543228,2.85E-24
RHD,-1.364839793,0.008030569
GPR141,-1.762885374,0.030288727
TEAD1,0.640664572,1.63E-23
ENTPD5,0.508831556,0.004828583
MITF,1.357092558,1.09E-19
NA,0.9897177,3.91E-16
RNF220,-0.281735802,0.010189218
SHTN1,0.32376414,0.009933253
TSPYL4,0.391672911,0.001094094
SESTD1,1.137079527,3.90E-16
DYNC2H1,2.636530468,2.94E-30
RSBN1L,-0.485406298,3.83E-06
TAF9B,0.997190703,4.55E-07
PCDHB13,1.23521382,0.012774803
CHP1,0.615788427,1.34E-13
H1-6,-2.678241225,0.000419892
C11orf96,-3.304596608,1.51E-06
PTMA,0.220760124,3.21E-07
HSPA14,0.350287904,0.002086473
SIRT7,-0.293742281,0.01426818
NA,-1.161656773,4.74E-05
USP7,0.445047275,1.09E-13
PLEKHN1,-2.188155382,2.78E-07
ZNF385C,-4.464220647,0.010465523
MAGEH1,1.138291262,8.12E-05
ZNF286A,0.849893161,0.001814719
ISG15,-2.364630349,0
EXD3,-0.816463878,0.01587366
DHRS4L2,0.963120112,0.020671838
PERM1,-1.507758279,0.032951831
NA,-1.762023639,4.51E-07
B3GLCT,0.752293562,1.98E-06
SPRY4,0.827960378,6.44E-11
TRPV2,0.162777231,0.014847753
C2orf88,1.430551312,0.045381014
FANCA,-0.869760367,6.79E-12
SEMA4D,-1.263276934,3.06E-12
DNAH17,-1.135592603,0.000494408
FANCM,0.565384668,0.005984752
SPATA31F3,-0.691872579,3.07E-06
CARD9,0.680095763,1.49E-06
ZFP69B,0.714985643,6.60E-18
ZFP69,0.896991576,3.01E-35
H1-2,1.000709799,5.62E-12
EIF4EBP1,0.596851269,7.85E-06
SHISA7,-1.043415823,0.047155767
C2orf66,-4.124286533,4.59E-07
ZFTRAF1,-0.326531182,0.001598472
DNER,2.358060817,0.001762134
RINL,-0.923108135,0.000264622
NA,-0.450493327,0.022940638
S100A3,2.445254263,2.03E-05
ARL4C,-1.783743875,4.65E-80
WNT7B,0.608373653,0.002514762
ZFTA,1.113243157,7.64E-10
TMEM215,1.794317089,3.65E-05
COL4A5,1.10339605,0.023652374
NA,-0.916019207,0.001663329
NCR3LG1,1.413591493,2.23E-10
DCUN1D3,-0.647602987,2.43E-05
COMMD6,0.545441383,0.010026323
RUFY4,-4.363633211,2.84E-17
HES4,-3.26043213,4.56E-53
CENPP,1.098664208,0.011126927
PLSCR1,-1.150757711,6.45E-115
ZNF559,0.6982483,0.01067711
GTF2F2,0.536537149,9.15E-06
CIBAR1,0.520132896,0.001255171
FOCAD,1.561983721,1.63E-40
SELL,-3.675077314,1.62E-08
CHM,0.268665,0.025282616
BLOC1S5,0.536859918,0.028269245
IER5L,-0.751624729,1.05E-05
H2AX,0.29689239,0.04808741
ACTMAP,-0.580130583,0.008196813
FAM83G,-0.624245498,1.03E-07
SRSF10,0.357351193,0.00477293
NBR1,0.598638026,1.91E-15
NDOR1,-0.587712183,2.19E-05
CLN3,-1.297391005,1.79E-12
FAM72B,-0.58724143,0.005246852
NANOS1,0.832894788,0.021766161
HMX3,-1.006184627,0.006435962
GOLGA8M,-0.729611231,0.043372904
RTL6,0.629432801,2.25E-08
DPYD,0.242575723,0.006370443
S100A16,3.122636895,1.30E-63
PTAR1,0.357380852,4.23E-05
PARVB,0.809890637,1.57E-08
UROS,1.152244711,1.40E-12
ZDHHC9,0.31182566,0.0416001
SMIM15,0.370315767,7.21E-05
FAM221A,-0.764901611,0.040271592
TMEM120B,0.870488013,0.001239517
FZD9,-1.031407307,0.016570255
ZNF548,0.925933859,0.000367898
MTF1,-0.206561831,0.005461601
NHLRC3,-0.80128158,2.53E-12
ZDHHC11,-0.804104355,0.044714987
CALHM6,-3.139039707,9.67E-06
SLX4,-0.685252769,1.60E-06
RPL14,0.646390091,4.13E-25
FBF1,0.998531618,0.045451471
LRRK2,0.491807262,0.001551389
CFAP126,1.43829542,2.32E-06
FAM120AOS,-0.257038763,0.029674987
NA,0.308592134,0.000229577
NOC2L,0.720460659,9.12E-17
NA,1.274903438,0.021104514
ZNF292,-0.396339579,7.31E-07
ADAT2,1.32845049,4.12E-06
KIR2DL4,-2.562685931,0.001059572
NDUFA4,0.875723772,3.28E-21
RNFT1,0.26376127,0.043719347
FAM111B,4.679449096,2.53E-14
H1-0,-1.098677956,1.56E-122
LITAF,-1.49515924,2.62E-76
ARID2,-0.691933932,2.45E-16
SF3B3,0.617542629,5.08E-18
BLOC1S3,-1.045762647,2.08E-11
ZNF573,1.21444357,0.011909687
JPT1,0.437074879,0.001862712
ZNF527,1.175161283,0.002805989
NA,2.45866133,0.000690179
PAX8-AS1,0.694691078,0.002380957
TSPYL1,-0.379181467,1.00E-06
ZKSCAN3,0.978885778,0.032651685
FAM53B,-0.372567321,0.01608695
KAZN,-1.255784766,5.68E-12
SLC35E2B,0.268280927,0.014721451
RPS2P46,1.033292536,2.74E-07
NEMP2,0.503996354,0.036048019
HMGB1,0.799943863,4.48E-35
SPATA41,-3.832948666,0.041856139
NCR1,3.249306668,0.028797013
BLOC1S2,-0.61495003,1.02E-12
SYCP2,-0.797533296,0.035989138
ZNF724,2.003756177,0.000106176
PAX5,-3.371594144,6.77E-223
TDRD7,-1.183914571,6.54E-57
HLA-DRB1,-2.610576158,4.17E-33
SPATS2L,-0.957559232,6.61E-36
WDSUB1,-0.719757469,0.001212838
ZNF79,-0.705472222,0.015859875
S100A4,1.343299821,9.73E-61
FAT4,1.989139328,5.25E-09
ACADSB,1.204153767,6.04E-07
STK40,-0.404364821,2.64E-08
TMEM63A,-0.98821709,5.15E-44
SEMA4A,-0.793703903,1.89E-05
NA,0.292664055,1.41E-09
SRGAP3,-1.354943301,0.00016231
FAM217B,0.325273761,0.04122724
TUBB,1.062579681,7.55E-42
LCOR,-0.675579895,3.34E-14
SUPT5H,-0.491152215,2.95E-18
XPNPEP3,0.499890808,0.000239727
ZNF107,-0.913410481,5.40E-14
PPIA,0.813111949,1.08E-78
ZNF493,-0.709897131,0.01893862
GTF2IRD2,-0.946352352,0.012152148
NIF3L1,0.389851603,0.033142095
NA,-0.347867936,0.009428429
IARS1,0.831136029,1.20E-41
NA,-0.933075033,0.00055951
POM121,-0.206097378,0.018924993
ZBTB44,-0.209665657,0.046255721
GIMAP5,-0.947965533,1.30E-05
NTNG2,-2.667655394,1.66E-06
WDR5,0.454076017,0.000105338
TRRAP,0.374002824,2.19E-07
SRGAP2B,-1.435017442,4.11E-27
FUT4,-0.316787123,0.001068751
ASB13,0.806810044,0.000957332
PTPN1,0.18036746,0.008562469
EVL,-1.696159498,2.63E-120
PRTN3,-2.683627864,4.92E-16
ZNF124,-0.521505337,0.00031277
XRCC6,0.827202533,3.08E-57
S100A5,3.429963854,0.01725851
PPP1R26,-0.853705978,1.27E-07
NBPF4,-1.080971722,1.35E-08
TSC22D2,-0.568849383,5.99E-06
ZNF569,0.883671601,0.000441027
YRDC,0.598042194,1.42E-07
ZNF775,-1.03619014,8.19E-07
ZNF605,0.506454364,0.003218102
TRAPPC2,0.717299388,0.003689026
RFX8,-0.596348662,4.48E-09
NCOR2,-0.186876106,0.032861293
TCEAL3,-0.589217547,0.018454464
ANAPC7,0.273682896,0.026272337
TPK1,0.51424772,4.71E-05
SLC6A9,-3.74076932,7.29E-15
AFAP1,1.55774441,6.70E-29
NA,-0.809394467,0.013433008
MYO18A,0.516101973,0.003044565
MAN2A2,-1.044479815,2.20E-24
FAM72A,-1.101971219,3.59E-08
SULF2,-1.462462979,4.17E-10
HBG2,-4.835863018,0.021889857
XRCC2,4.329275028,3.36E-24
MYO6,0.541605182,1.97E-21
MRTFA,-1.131960126,2.08E-32
HDAC2,0.495724928,2.74E-10
ZNF846,0.583611742,0.026525033
MMP1,2.210244666,2.52E-242
SDHAF3,1.302294797,0.000228659
HRH1,-1.153123774,1.62E-28
ZNF136,0.508877306,0.016792079
ZKSCAN5,-0.321926393,0.016414766
TLR7,-0.962701695,0.038224934
ZFP62,0.650625305,0.004979036
ERI2,0.577673764,0.000668564
HSH2D,-3.500880136,3.12E-157
ZNF33B,0.783306053,0.018112883
ZNF512B,0.597060752,9.44E-06
AMZ2,0.540818652,0.000653862
ALKAL1,-2.419367454,1.16E-05
NF1,0.597050648,8.92E-17
VKORC1L1,0.721782084,1.53E-12
DAPK1,-1.22322102,1.45E-22
HLA-DQA1,-3.294438656,0.026311749
COL27A1,-0.559754381,4.02E-08
GM2A,-2.085702712,0
CD47,-0.286694158,0.000462018
MAML3,1.00045764,0.000320809
ZNF239,2.206226586,0.000102895
MVB12B,-1.833478173,4.74E-20
ILRUN,-0.400812025,1.33E-17
ADA,-1.543746389,6.35E-10
ARID5A,-1.856390294,2.37E-54
ZFP28,0.868935495,0.001192691
LAMB3,2.36789373,1.47E-24
ANKRD36B,0.918270168,0.002464478
NA,0.724856506,5.13E-05
FLNA,-0.890445264,0.032605914
SRGAP1,0.713686246,7.54E-05
FAM3C,0.672032577,5.40E-16
NOP9,0.370216951,6.78E-05
SLC39A10,1.20140446,3.06E-35
CASP4,-1.023978769,6.25E-46
AP2A1,0.394934556,6.86E-07
ANXA4,-0.749239035,2.96E-22
WDR5B,0.553369265,0.024388003
METTL9,0.884449323,6.16E-17
ZNF470,0.575218287,0.002956371
SERTAD1,-0.516030877,6.32E-05
ANXA6,-0.548277123,6.14E-10
GMFB,0.440290779,4.89E-12
SIGLEC15,0.575250817,2.20E-08
ZNF420,0.90631667,0.01254419
ZMYM1,0.385607998,0.026198081
MAFG,-0.523728386,2.72E-17
ARRDC1,-0.637433499,1.36E-05
KIAA1671,-1.386918446,3.86E-05
IGF2R,0.290691438,3.69E-12
DYNC1H1,0.520526434,1.25E-43
PGAP1,-1.764520654,8.61E-30
SRC,-1.894775013,2.42E-194
ZNF772,0.903109009,0.004863345
PCNX3,-0.556958557,5.50E-12
ACSL5,-0.319543707,1.25E-06
LRRC8B,0.907577098,2.85E-17
SND1,0.587330567,7.04E-29
PSMD12,0.252671103,0.000565769
NOL4L,-0.677474409,0.003072949
ENTPD4,0.307043584,0.000335171
C1D,0.797923199,1.96E-08
TBC1D9B,-0.324477793,9.82E-09
TPSB2,-3.226777012,2.41E-12
KANK2,0.645616922,3.21E-09
GTF2E2,-0.839259545,1.77E-11
RAD54B,2.560216312,2.53E-07
SYNGAP1,-0.952171557,2.01E-06
FITM2,1.782246752,4.73E-09
BLM,2.652335209,1.85E-23
DDI2,0.331765953,0.000278289
SVIL,0.902050547,8.26E-08
TRIM33,-0.845854006,2.16E-49
LRP10,-0.891113816,1.73E-98
PELI1,-0.39339398,0.017199407
ZNF655,-0.421765374,1.01E-08
MRPL21,0.613268828,0.001057098
UAP1L1,-0.883282312,1.07E-34
ZNF98,1.019071829,0.047905749
DACT3,-1.195114026,0.002622519
ADARB1,1.751630652,2.82E-89
HTT,1.300566311,3.77E-100
C5AR1,-0.438718356,3.82E-22
H3C4,-1.252093211,4.18E-05
SHPK,0.95057023,0.033413075
IPP,1.014404316,0.000290464
MAP3K5,-0.649385081,1.40E-07
GSTK1,-0.417769994,3.90E-05
HNRNPAB,0.770959933,1.03E-23
STMN3,-1.140915764,0.001964656
PDGFA,-0.53564671,2.70E-15
NA,-7.534187212,1.37E-06
SPN,-0.734242098,3.26E-27
ZNF695,2.447671495,0.002395942
RPF2,0.661550544,2.71E-08
LINC00477,-1.850057256,3.93E-09
MIB2,-0.326746138,0.035725937
NA,-2.054525322,2.34E-15
SIPA1L1,-1.545700657,4.85E-49
SSPOP,-1.274631535,0.024100152
ELANE,-1.937195566,2.41E-12
PIGN,0.258274102,0.0160662
TOPORS,0.258066119,0.025237713
NA,0.68111275,0.000194558
ENPP1,2.646767438,7.14E-05
FAR1,0.245421601,8.22E-05
ZNF841,-0.537699834,8.44E-05
CDC42SE1,0.347521498,7.58E-16
SERPINB2,2.616567298,3.72E-81
DPP4,-0.832231553,7.19E-06
PDCD1LG2,-2.006151651,1.52E-29
SPTAN1,0.507144214,9.03E-19
NMB,-2.974860956,3.07E-108
PARVA,1.076144037,3.06E-23
KLHL14,3.811314493,0.004876844
FAM114A1,1.296284852,2.61E-16
ZNF460,-0.883061585,0.015194773
PHF2,-0.293015173,0.043074262
RPS26,0.405742679,3.27E-08
S100A10,0.723947488,6.26E-27
RPL37A,0.790444804,4.23E-08
CFD,-1.548441974,1.18E-21
MAP1LC3C,2.546085951,1.14E-11
MCMBP,0.423260491,5.31E-06
TAF13,1.278346454,1.94E-63
ZNF780A,0.6633642,1.64E-05
ATAD3A,1.047060087,2.77E-12
SLC9A8,-0.796783285,1.07E-10
OCLN,-1.301737661,0.046368256
GPAA1,0.574391151,1.20E-10
SGTB,-0.310144513,3.69E-05
ZNF790,0.823732351,0.001417162
CYRIA,-0.920726075,1.27E-05
MYO1C,0.374711842,6.00E-07
NRAP,1.041419155,0.000180244
ADH5,1.000173993,7.43E-32
H2BC12,-0.290697999,8.15E-05
SPG7,0.240540265,0.023303168
NA,-1.357049052,0.019992121
NA,-0.892055904,0.000249469
ZNF347,1.680705925,6.27E-05
PLCG2,-0.685569364,1.78E-13
FCHSD1,-0.978216681,4.40E-13
S100A6,1.022728557,2.87E-35
DNM3,2.106453031,1.53E-64
MPZL1,1.325464942,3.08E-16
MBP,-0.804692188,2.96E-88
NA,4.096874687,1.32E-213
IRAK4,-0.56150106,6.18E-06
MRPL42,0.837224646,7.75E-14
ENTPD7,0.918336288,2.74E-09
NA,-2.39917664,5.84E-07
RPS4X,0.726379079,2.44E-40
ZNF273,-1.136981282,1.38E-11
MAK16,0.789206152,2.27E-13
PRIM1,1.61086717,1.97E-10
MARCHF5,-0.362588157,0.001159997
CD2AP,-0.343913408,0.000147523
SFI1,-0.818865382,6.13E-08
ZNF649,0.900475137,0.032704954
ZNF248,0.671934922,0.043397642
CHSY3,1.420064547,4.80E-05
TOR4A,-0.982918093,2.61E-32
LPAR1,0.763451413,2.44E-07
MB,-0.959601095,4.55E-05
HIBCH,1.005503747,5.24E-06
ZNF544,0.81273881,0.000807525
TMEM229B,-2.167116619,3.17E-92
ZNF770,0.49439776,1.21E-05
MIER1,-0.511600198,7.35E-10
MAN1A2,0.496229217,1.88E-08
SVIP,1.047016613,0.001500854
TFDP1,0.481871921,3.21E-08
HSD17B11,0.22639738,0.029323343
SZT2,-0.460732208,9.27E-19
SULT1C2,-1.637091099,6.17E-07
RPS6KL1,1.130691556,0.003496915
CACNA1E,-0.178100667,0.02073218
DDX42,0.367790298,3.31E-07
RPL23A,0.886068614,1.55E-36
SLC29A3,-1.256707191,1.89E-13
STYX,0.481155643,6.29E-06
UBL5,0.644544301,6.54E-09
TMEM116,-0.596438801,0.006654968
ZNF485,1.088359904,0.029021038
SDAD1,0.25868838,0.031800034
ZKSCAN8,0.400347474,0.001316129
PHETA1,-0.423868072,0.000702186
ZNF813,0.698155448,0.038687105
PIM3,-1.290353599,2.27E-50
GET3,0.234444436,0.016339892
ASPH,0.94851875,2.19E-101
SPRED2,0.387709357,3.53E-10
WWP2,-0.692814298,2.09E-13
GFPT1,0.61761298,1.74E-22
UVRAG,-0.530703672,0.000112919
NTRK1,-1.559368051,4.32E-05
OGA,-0.220217362,8.99E-05
ZNF69,1.641581456,0.014102169
TXNRD1,-0.12229772,0.015188454
ZNF583,0.841896004,0.0063265
NA,-4.015398599,0.02894249
ZNF480,0.679275156,0.000279643
ZNF587,0.497666614,0.000423515
TPM2,-0.623472814,1.02E-17
NBR2,-0.767809067,0.009751526
TMA16,0.824296467,1.26E-06
HLA-DRB5,-2.447672544,0.001982162
MAFK,-0.711862607,5.65E-05
ARMH1,-1.363543583,1.77E-14
GPN1,0.914111396,7.84E-11
ZNF28,0.539607348,0.001770541
WDHD1,1.004799291,8.90E-10
CTNND1,1.177394782,3.47E-29
NUDT16,1.127069486,8.27E-14
LRBA,0.492397837,8.74E-05
BAZ1A,-1.00500833,9.97E-69
COPS8,0.709201632,1.71E-15
NA,0.661926735,4.24E-06
CCDC69,-1.312678234,3.39E-25
MDM4,-0.430600485,0.000405383
NCOA6,-0.30618236,0.001225433
STK39,0.965997545,1.33E-05
C6orf89,0.448031759,1.69E-09
CALM1,-0.398404881,5.62E-23
LPA,-4.567316804,0.040312746
TAFA2,-1.885657886,0.000827766
SKIC3,0.44008586,3.79E-07
PAPSS2,1.209406877,2.32E-28
SLC9A6,0.541904833,5.40E-05
ABCA4,2.610677743,2.18E-06
EIF1AY,-1.127674252,2.10E-13
IPO9,0.576706495,3.06E-12
COX2,0.492384612,2.69E-42
GLMP,-0.272740068,0.003779872
DLL1,-1.451163688,2.53E-11
ECI2,0.748713394,0.000134904
UNC13B,0.75158296,3.36E-08
CYTB,0.530939818,5.54E-36
PPP1R14C,1.247898564,0.0006253
CTR9,0.244984375,0.0068123
F5,3.620771719,9.56E-12
MSRB1,-1.017383557,1.54E-12
GPATCH3,-0.746420805,0.000347228
CDC42BPB,0.557865762,1.57E-10
PLXNB3,0.844189084,0.019249368
OXCT2,1.517009864,0.006531653
RPL10A,0.293477617,8.10E-08
COLGALT2,-0.992864726,0.03821254
EPS8L3,-1.874239726,0.025763144
ND2,0.443598662,0.000876287
RCSD1,-1.179134852,6.88E-10
GRIN3A,-2.898913883,9.64E-10
ND5,0.434789796,3.44E-09
CNOT7,0.660028412,5.35E-21
MTOR,0.761929785,2.29E-19
SCAMP5,-1.31711956,1.19E-16
ZNF521,-1.215814848,2.34E-54
ALPK2,-1.332882527,0.005567553
COX1,0.540775616,4.43E-64
PNP,-0.171425942,0.001076817
GK,0.302443485,1.37E-05
ZNF358,-1.00734034,0.034894385
SFT2D1,-0.457193554,1.51E-10
CHAMP1,0.481559105,5.08E-05
ARHGAP11A,0.740621037,1.71E-13
SUCNR1,0.434018405,0.04218294
HMGN2,0.469755898,1.98E-12
UBE2J1,-0.619555143,4.96E-29
OPA1,0.720185455,2.05E-21
DENND4B,-0.286522278,0.000141503
ZNF277,-0.851313346,1.24E-06
ND3,0.45842906,0.000110226
SELENOT,0.271412571,4.38E-05
TOX,-1.242206649,0.011210753
CES1,-2.786527935,3.90E-128
RUSC2,-0.388286689,2.72E-08
FICD,-0.397115443,0.043075687
OSTC,1.330566982,1.65E-43
NA,-0.961766755,1.95E-05
LTN1,0.195618478,0.023852168
RUNDC1,-0.454047352,0.000124166
TYW1,0.80523035,8.56E-06
DCAF12,-0.428018021,6.52E-13
SFMBT2,-0.992942748,6.45E-44
ND4,0.576623145,4.17E-74
SMC5,0.286108245,0.006794145
PRMT6,1.073126527,5.65E-12
SHISA4,-0.938364393,0.000345588
CAPZA2,0.208426389,0.000171475
ATP6,0.40262001,0.00102624
TOP1,-0.353622946,1.67E-11
PRC1,2.779711428,5.65E-43
MAP3K3,0.514941753,7.48E-05
L1CAM,1.148259675,2.02E-07
SREBF2,-0.121159427,0.041765652
POU3F3,-3.186526178,0.030205272
RPL39,0.220173628,0.018075967
CSAG1,-7.058993352,1.08E-05
APRT,0.639460284,3.09E-05
TBKBP1,-0.989961971,2.16E-15
CCDC167,0.912633496,0.0049472
COX3,0.660264277,1.27E-84
SMG5,-0.233495362,0.000306228
KIFBP,0.744043196,3.44E-07
TGM2,-0.555653794,1.55E-25
ARMCX6,0.309587695,0.046417005
RORB,0.726259292,0.011867282
SGMS1,-0.888708485,8.05E-06
NA,-3.951731045,0.033587419
NA,-4.536353934,0.044993563
NA,-2.525713902,0.030066358
NA,-0.517671344,0.001240395
SUGCT-AS1,-2.887733686,1.72E-92
LINC02408,-3.71610207,0.007360774
CHML,1.509641903,1.26E-23
DDO,-1.797322309,5.71E-08
NA,-2.423694701,1.09E-08
H2BC18,-0.877503517,0.001281345
SNHG5,-0.394018102,0.001499675
GDI1,0.202220499,0.002080026
PCMTD2,0.686371738,5.88E-07
EFCAB7,0.86305108,0.048889693
IFIT1B,-3.181858156,0.001337341
NA,-0.666998589,5.06E-08
MAFB,-0.934602418,5.55E-80
CHIC1,0.889205896,0.00142066
C2orf72,-2.570384204,0.014942522
NHSL2,-2.972120441,6.50E-05
PHACTR4,-1.507708983,1.52E-107
ASAH2B,-2.152829123,0.000649975
SYT15,-1.587795321,0.019901149
BMPR2,-0.312040017,4.02E-06
PFDN6,0.63640502,0.009023358
BRD2,-0.872992132,1.09E-18
COL5A2,1.40139009,0.004295389
PSMB8,-0.296811802,1.19E-06
TAP2,2.042975354,0.001953974
HLA-DRA,-4.479935544,1.30E-05
COL15A1,4.813600655,7.08E-19
PBX2,-0.235676335,0.009533659
RNF5,0.599315921,4.07E-05
AGPAT1,1.564393699,4.56E-06
SKIC2,0.505982719,7.48E-08
NELFE,0.43436573,3.09E-05
SDHD,0.455229582,3.02E-06
NEU1,-0.426597633,8.03E-09
SNHG32,2.096072502,1.22E-10
VARS1,1.093431676,1.73E-56
CARD16,-1.374811487,2.91E-20
MBD5,-0.934288318,1.37E-12
CSNK2B,0.839815938,0.001313561
GPANK1,-0.462876558,0.044228823
BAG6,0.228480973,5.10E-05
PRRC2A,-0.191930943,0.000140312
AIF1,0.647513677,0.000915934
LST1,0.369672172,0.015254267
ZNF551,0.840597204,8.77E-05
MRPS18B,1.298517898,5.10E-09
ABCF1,0.349827626,0.000337882
HLA-E,-0.760099574,3.26E-76
ZNF468,0.430954133,0.008161541
TRIM31,-5.024001215,0.002329663
RACK1,0.355964854,2.60E-15
TBC1D8,-0.613247004,9.49E-14
AKT1S1,-0.595857958,1.95E-11
MIR1915HG,-1.810090575,0.020314504
RANBP17,1.223169365,0.023532988
MROH6,-1.218879958,2.64E-05
DCTN1,0.771238082,7.22E-23
TCTN1,0.770779273,2.39E-06
FAM216A,1.163457782,3.98E-06
ZBTB48,0.414744949,0.002861807
LOC389602,-2.432392948,0.001288107
MZT1,1.237632295,1.38E-26
UQCC6,0.74101211,0.026372292
NA,-0.738975329,4.30E-06
SLC35B4,0.810820806,1.07E-07
TMEM231,0.87182258,0.004909475
GARIN1A,-1.367567758,0.002535534
CDKL4,-4.575049847,0.041879675
TRIQK,0.851886114,4.18E-05
ZBTB10,-0.461252272,0.026193736
C4orf46,0.870387132,0.000142677
NA,-1.094541925,4.05E-21
LGR4,1.118019308,1.42E-06
PSMB10,-1.206803293,1.21E-25
NA,1.141910575,0.000565495
E2F4,-0.248846851,0.014917413
PDE7A,-0.956294726,8.44E-28
TMEM170B,0.895102723,1.68E-10
SNX2,-0.710836533,1.25E-27
ADGRG1,1.68893975,6.32E-11
IPO7,1.050949407,1.37E-110
PRR13,-0.291199829,0.00070141
SAMD9,-1.299792122,1.57E-284
CNEP1R1,-0.413928736,0.008320404
EXOC3L4,-5.842189474,0.001162368
CCDC85C,1.04520273,0.02575673
NAP1L4,0.228408169,0.006410516
TMSB4X,0.175788256,2.18E-05
TMEM256,1.823479742,0.002771055
SMN1,0.595542749,0.039701008
NA,-0.976974584,0.000665898
NA,1.980678656,1.72E-07
LIN52,-1.318816842,1.42E-13
DPF3,0.858560238,1.27E-07
ITSN1,-0.459940623,9.14E-05
DENND1C,-1.475071349,3.31E-09
PKD1P4,-1.239410139,2.11E-05
LINC00487,-4.4154638,2.98E-06
RFPL3S,-2.617449833,0.010837741
PDPK2P,0.843409782,0.009501538
OLIG2,-2.554285988,2.24E-93
DOK6,1.27978612,2.96E-05
JPT2,1.480149395,7.72E-41
SERPINB4,-1.936168299,0.016222121
CFAP99,-4.20425964,0.019787231
GOLGA8O,-1.091981644,0.001209999
ATP10A,-1.253078748,7.24E-49
RAB12,-0.304399682,0.018405041
HACD2,1.237275702,1.08E-19
CD200R1L,4.501229295,0.047775551
NA,4.035413774,6.44E-16
ANKRD28,-0.677970186,1.30E-27
MIR621,1.747887957,0.028198615
MIR616,-2.359516502,0.006456564
MIR548A3,-2.460104963,0.040441508
NA,0.508516022,0.013821539
NA,-1.559479424,0.029767624
NA,-0.094459774,0.002277739
